international_plan,number_vmail_messages,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls
0.0,0.0,0.7696969696969697,0.5350435949027499,0.8705882352941177,0.44936913620187646,0.4295774647887324,0.46503287507471613,0.25,0.45555555555555555,0.0
0.0,0.0,0.5818181818181818,0.3672032193158954,0.4176470588235294,0.28857974765448074,0.6690140845070423,0.31739390316796173,0.1,0.5592592592592592,0.1111111111111111
0.0,0.0,0.5333333333333333,0.4463447350771295,0.4411764705882353,0.6810093820769978,0.5774647887323944,0.4548714883442917,0.25,0.6148148148148147,0.3333333333333333
0.0,0.0,0.42424242424242425,0.3440643863179075,0.44705882352941173,0.8447104496926561,0.46478873239436624,0.484160191273162,0.30000000000000004,0.6555555555555556,0.4444444444444444
0.0,0.0,0.40606060606060607,0.9488598256203892,0.5705882352941176,0.8738272403752831,0.6690140845070423,0.36999402271368803,0.45,0.27037037037037037,0.4444444444444444
0.0,0.5294117647058824,0.8424242424242424,0.5598591549295775,0.5294117647058824,0.7725655127790358,0.2957746478873239,0.17812313209802744,0.2,0.6907407407407407,0.1111111111111111
0.0,0.0,0.6909090909090909,0.5435949027498324,0.6529411764705882,0.6001294079585895,0.6197183098591549,0.28631201434548714,0.15000000000000002,0.4055555555555555,0.3333333333333333
0.0,0.6470588235294118,0.4,0.5407444668008049,0.38235294117647056,0.5852474927208023,0.528169014084507,0.38374178123132097,0.25,0.5,0.1111111111111111
0.0,0.0,0.5454545454545454,0.6396713615023475,0.5176470588235293,0.43869297961824655,0.28873239436619713,0.45666467423789603,0.1,0.6499999999999999,0.1111111111111111
0.0,0.0,0.7090909090909091,0.4421529175050302,0.5470588235294117,0.6590100291167907,0.704225352112676,0.49970113568439933,0.2,0.5296296296296296,0.0
0.0,0.0,0.5393939393939394,0.17790073775989268,0.711764705882353,0.4671627305079262,0.2183098591549296,0.5014943215780036,0.30000000000000004,0.28518518518518515,0.5555555555555556
0.0,0.0,0.6787878787878788,0.5216297786720322,0.5823529411764706,0.20058233581365256,0.31690140845070425,0.42677824267782427,0.9500000000000001,0.47592592592592586,0.0
0.0,0.0,0.6242424242424243,0.3147216633132126,0.6,0.37754771918472985,0.5070422535211268,0.4476987447698745,0.30000000000000004,0.3851851851851852,0.2222222222222222
0.0,0.0,0.5212121212121212,0.2312206572769953,0.4235294117647059,0.6742154642510515,0.5774647887323944,0.5756126718469815,0.1,0.5148148148148147,0.0
0.0,0.0,0.46060606060606063,0.35429242119382964,0.6588235294117647,0.7618893561954061,0.5774647887323944,0.6120741183502689,0.25,0.7759259259259259,0.3333333333333333
0.0,0.7647058823529411,0.696969696969697,0.6071428571428572,0.6588235294117647,0.5253963118731801,0.5774647887323944,0.42916915720263005,0.15000000000000002,0.47592592592592586,0.0
0.0,0.0,0.44242424242424244,0.3827967806841046,0.5882352941176471,0.427693303138143,0.24647887323943665,0.21219366407650925,0.2,0.7351851851851852,0.3333333333333333
0.0,0.0,0.6606060606060606,0.5415828303152247,0.49411764705882355,0.7101261727596248,0.4859154929577465,0.4261805140466228,0.30000000000000004,0.31481481481481477,0.0
0.0,0.0,0.7090909090909091,0.3400402414486922,0.6411764705882352,0.5913943707538014,0.4014084507042254,0.4184100418410041,0.05,0.5555555555555556,0.1111111111111111
0.0,0.0,0.5757575757575758,0.24178403755868547,0.37058823529411766,0.3759301197023617,0.8098591549295774,0.6114763897190675,0.30000000000000004,0.7092592592592593,0.2222222222222222
0.0,0.0,0.6363636363636364,0.6445338698859826,0.6294117647058823,0.5541895826593335,0.4577464788732394,0.6001195457262403,0.25,0.5148148148148147,0.1111111111111111
0.0,0.0,0.7333333333333333,0.6042924211938296,0.6764705882352942,0.08573277256551277,0.31690140845070425,0.7268380155409444,0.5,0.6296296296296295,0.3333333333333333
0.0,0.0,0.7151515151515152,0.7114352783366868,0.7,0.693950177935943,0.4014084507042254,0.6915720263000598,0.15000000000000002,0.5907407407407407,0.1111111111111111
0.0,0.49019607843137253,0.5696969696969697,0.5040241448692153,0.4411764705882353,0.5363959883532837,0.5845070422535211,0.5122534369396293,0.2,0.41481481481481486,0.0
0.0,0.7254901960784313,0.48484848484848486,0.6270959087860496,0.6,0.5975412487868004,0.2676056338028169,0.34907352062163777,0.30000000000000004,0.7351851851851852,0.3333333333333333
0.0,0.5882352941176471,0.7757575757575758,0.41700201207243465,0.47058823529411764,0.4467809770300874,0.5352112676056338,0.28571428571428575,0.30000000000000004,0.7259259259259259,0.0
0.0,0.0,0.3878787878787879,0.37290409121395035,0.6823529411764706,0.6150113231963766,0.528169014084507,0.5505080693365212,0.25,0.5,0.1111111111111111
1.0,0.6470588235294118,0.6424242424242425,0.5811535881958417,0.5823529411764706,0.5160142348754448,0.5211267605633803,0.21159593544530786,0.30000000000000004,0.5259259259259259,0.3333333333333333
0.0,0.0,0.5696969696969697,0.4002347417840376,0.5411764705882353,0.7473309608540926,0.528169014084507,0.4441123729826659,0.45,0.5555555555555556,0.1111111111111111
0.0,0.0,0.6181818181818182,0.35999329309188466,0.5,0.45875121319961176,0.7183098591549296,0.4429169157202629,0.1,0.4703703703703703,0.3333333333333333
1.0,0.803921568627451,0.5151515151515151,0.4934607645875252,0.6294117647058823,0.5606599805888062,0.31690140845070425,0.2665869695158398,0.75,0.7296296296296296,0.0
0.0,0.0,0.49696969696969695,0.35580147551978536,0.5764705882352941,0.7761242316402458,0.31690140845070425,0.775851763299462,0.2,0.5,0.2222222222222222
0.0,0.0,0.4666666666666667,0.24463447350771295,0.6470588235294118,0.4545454545454546,0.4154929577464789,0.4178123132098027,0.2,0.45925925925925926,0.3333333333333333
0.0,0.0,0.40606060606060607,0.43896713615023475,0.6941176470588235,0.620834681332902,0.37323943661971826,0.6515242080095636,0.15000000000000002,0.1759259259259259,0.1111111111111111
0.0,0.5490196078431373,0.5878787878787879,0.34456740442655936,0.5411764705882353,0.5858945325137496,0.5845070422535211,0.37656903765690375,0.25,0.4259259259259259,0.2222222222222222
0.0,0.0,0.7272727272727273,0.6022803487592221,0.7176470588235294,0.447104496926561,0.5985915492957746,0.30005977286312013,0.25,0.6592592592592592,0.3333333333333333
0.0,0.0,0.806060606060606,0.5330315224681422,0.43529411764705883,0.3701067615658363,0.6619718309859155,0.5893604303646145,0.25,0.37037037037037035,0.2222222222222222
0.0,0.0,0.6909090909090909,0.4535546613011402,0.6882352941176471,0.6360401164671627,0.4084507042253521,0.3227734608487747,0.15000000000000002,0.4407407407407407,0.5555555555555556
0.0,0.47058823529411764,0.8181818181818182,0.37961099932930925,0.3411764705882353,0.5972177288903268,0.323943661971831,0.12791392707710697,0.15000000000000002,0.55,0.1111111111111111
0.0,0.0,0.6545454545454545,0.5469483568075117,0.5647058823529412,0.7418311226140407,0.380281690140845,0.5750149432157801,0.25,0.3907407407407407,0.3333333333333333
0.0,0.0,0.34545454545454546,0.6287726358148894,0.6764705882352942,0.5803946942736978,0.676056338028169,0.6078900179318589,0.15000000000000002,0.34074074074074073,0.1111111111111111
0.0,0.0,0.6787878787878788,0.5305164319248826,0.38823529411764707,0.5231316725978649,0.16901408450704228,0.698744769874477,0.30000000000000004,0.5703703703703703,0.2222222222222222
0.0,0.0,0.7090909090909091,0.4565727699530517,0.3941176470588235,0.7356842445810416,0.24647887323943665,0.5523012552301255,0.25,0.46481481481481474,0.2222222222222222
0.0,0.0,0.503030303030303,0.4304158283031523,0.6823529411764706,0.6040116467162732,0.6619718309859155,0.4865511057979677,0.15000000000000002,0.48518518518518516,0.5555555555555556
0.0,0.0,0.40606060606060607,0.500335345405768,0.5,0.6855386606276287,0.4577464788732394,0.6646742378959952,0.15000000000000002,0.5092592592592592,0.1111111111111111
0.0,0.0,0.593939393939394,0.36167002012072436,0.36470588235294116,0.49498544160465874,0.6690140845070423,0.3167961745367603,0.1,0.4,0.1111111111111111
0.0,0.5882352941176471,0.7818181818181819,0.5655600268276324,0.45294117647058824,0.20705273374312522,0.3098591549295775,0.42498505678422,0.15000000000000002,0.29074074074074074,0.3333333333333333
0.0,0.0,0.42424242424242425,0.4242119382964454,0.9647058823529412,0.6777741831122613,0.49295774647887325,0.2869097429766886,0.15000000000000002,0.6055555555555555,0.3333333333333333
0.0,0.0,0.6242424242424243,0.653588195841717,0.7411764705882353,0.4878680038822388,0.43661971830985913,0.44710101613867304,0.4,0.6,0.1111111111111111
0.0,0.0,0.5878787878787879,0.5476190476190476,0.5529411764705883,0.4671627305079262,0.14788732394366197,0.38613269575612674,0.2,0.5703703703703703,0.1111111111111111
0.0,0.6666666666666666,0.503030303030303,0.7655935613682092,0.8352941176470589,0.4901326431575542,0.5140845070422535,0.38493723849372385,0.15000000000000002,0.5796296296296296,0.2222222222222222
0.0,0.6470588235294118,0.5515151515151515,0.5521462105969148,0.5647058823529412,0.6768036234228406,0.4154929577464789,0.3090257023311417,0.15000000000000002,0.7296296296296296,0.2222222222222222
0.0,0.5490196078431373,0.5575757575757576,0.5150905432595574,0.3764705882352941,0.5163377547719185,0.14084507042253522,0.652121936640765,0.15000000000000002,0.6296296296296295,0.3333333333333333
0.0,0.0,0.593939393939394,0.37391012743125424,0.5705882352941176,0.4480750566159819,0.5140845070422535,0.36521219366407653,0.30000000000000004,0.4092592592592592,0.2222222222222222
0.0,0.803921568627451,0.4484848484848485,0.4221998658618377,0.5176470588235293,0.46619217081850534,0.4859154929577465,0.5134488942020323,0.25,0.30925925925925923,0.2222222222222222
1.0,0.0,0.6363636363636364,0.7169684775318578,0.611764705882353,0.5852474927208023,0.2394366197183099,0.3622235505080693,0.2,0.46481481481481474,0.0
1.0,0.0,0.5636363636363636,0.35680751173708924,0.7,0.5674538984147525,0.7464788732394366,0.28571428571428575,0.4,0.41481481481481486,0.0
0.0,0.0,0.42424242424242425,0.6031187122736419,0.47058823529411764,0.5965706890973795,0.19014084507042253,0.3508667065152421,0.05,0.3907407407407407,0.1111111111111111
0.0,0.0,0.6121212121212121,0.5098926894701543,0.6470588235294118,0.4648980912326108,0.471830985915493,0.33771667662881055,0.15000000000000002,0.6907407407407407,0.4444444444444444
0.0,0.0,0.5636363636363636,0.6893024815560027,0.48823529411764705,0.4687803299902944,0.5,0.7322175732217573,0.35000000000000003,0.5907407407407407,0.3333333333333333
0.0,0.9019607843137255,0.5878787878787879,0.6410127431254192,0.49411764705882355,0.517631834357813,0.19718309859154928,0.6228332337118948,0.1,0.6055555555555555,0.0
0.0,0.0,0.503030303030303,0.7085848423876593,0.5,0.40957618893561953,0.5352112676056338,0.401673640167364,0.2,0.4,0.3333333333333333
0.0,0.0,0.8848484848484849,0.57981220657277,0.6882352941176471,0.623422840504691,0.5070422535211268,0.34787806335923493,0.2,0.3648148148148148,0.1111111111111111
0.0,0.0,0.6606060606060606,0.6721998658618378,0.5529411764705883,0.43222258168877387,0.46478873239436624,0.4441123729826659,0.15000000000000002,0.6,0.0
0.0,0.0,0.5454545454545454,0.44785378940308523,0.4235294117647059,0.6140407635069557,0.5492957746478874,0.4255827854154214,0.1,0.3055555555555555,0.1111111111111111
0.0,0.0,0.6606060606060606,0.8559691482226693,0.5882352941176471,0.4978971206729214,0.2816901408450704,0.6640765092647938,0.2,0.5851851851851851,0.0
0.0,0.0,0.7090909090909091,0.17555331991951711,0.5,0.2119055321902297,0.46478873239436624,0.40346682606096834,0.35000000000000003,0.4092592592592592,0.4444444444444444
0.0,0.0,0.43636363636363634,0.6103286384976526,0.611764705882353,0.4519572953736655,0.5633802816901409,0.415421398684997,0.15000000000000002,0.4092592592592592,0.2222222222222222
0.0,0.0,0.593939393939394,0.48507712944332665,0.6,0.4267227434487221,0.30281690140845074,0.5528989838613269,0.1,0.7499999999999999,0.1111111111111111
0.0,0.0,0.6,0.5732729711602951,0.43529411764705883,0.8346813329019735,0.6056338028169014,0.5403466826060969,0.1,0.6592592592592592,0.1111111111111111
1.0,0.0,0.6303030303030303,0.6140174379611,0.4647058823529412,0.5632481397605953,0.5352112676056338,0.6867901972504482,0.25,0.6296296296296295,0.3333333333333333
0.0,0.49019607843137253,0.7454545454545455,0.4719986586183769,0.5588235294117647,0.37431252021999356,0.4014084507042254,0.41063956963538556,0.1,0.55,0.3333333333333333
0.0,0.47058823529411764,0.6121212121212121,0.7112676056338029,0.5764705882352941,0.7140084115173083,0.24647887323943665,0.5367603108188882,0.2,0.4907407407407407,0.1111111111111111
0.0,0.0,0.5818181818181818,0.6002682763246143,0.5,0.685215140731155,0.38732394366197187,0.4524805738194859,0.05,0.6203703703703703,0.2222222222222222
0.0,0.5686274509803921,0.6303030303030303,0.5110663983903421,0.5058823529411764,0.6211582012293756,0.31690140845070425,0.8069336521219366,0.35000000000000003,0.4296296296296296,0.0
0.0,0.0,0.6363636363636364,0.4500335345405768,0.5941176470588235,0.42639922355224846,0.35915492957746475,0.4476987447698745,0.25,0.4,0.4444444444444444
0.0,0.0,0.7151515151515152,0.6108316566063046,0.44705882352941173,0.5732772565512779,0.4577464788732394,0.4285714285714286,0.1,0.6,0.1111111111111111
0.0,0.6862745098039216,0.6303030303030303,0.4393024815560027,0.49411764705882355,0.33937237140084114,0.16901408450704228,0.4811715481171548,0.45,0.5444444444444444,0.2222222222222222
0.0,0.0,0.7575757575757576,0.6780684104627767,0.5470588235294117,0.6810093820769978,0.24647887323943665,0.49970113568439933,0.2,0.6944444444444444,0.1111111111111111
0.0,0.0,0.3696969696969697,0.4101274312541919,0.6176470588235294,0.5360724684568101,0.4295774647887324,0.232516437537358,0.1,0.5555555555555556,0.1111111111111111
0.0,0.0,0.6060606060606061,0.57981220657277,0.611764705882353,0.5250727919767066,0.6056338028169014,0.46503287507471613,0.2,0.4444444444444444,0.0
0.0,0.0,0.6060606060606061,0.35429242119382964,0.6294117647058823,0.47589776771271436,0.2042253521126761,0.6186491332934848,0.45,0.3944444444444444,0.1111111111111111
0.0,0.0,0.5636363636363636,0.7208249496981892,0.6588235294117647,0.49045616305402784,0.5070422535211268,0.6479378362223551,0.35000000000000003,0.47592592592592586,0.3333333333333333
0.0,0.0,0.4303030303030303,0.5105633802816901,0.4764705882352941,0.5241022322872857,0.4084507042253521,0.2815301852958757,0.35000000000000003,0.5296296296296296,0.3333333333333333
0.0,0.0,0.6424242424242425,0.7935949027498324,0.6647058823529411,0.22290520867033323,0.7323943661971831,0.37656903765690375,0.25,0.4907407407407407,0.1111111111111111
0.0,0.0,0.6666666666666666,0.4564050972501677,0.4235294117647059,0.5865415723066968,0.27464788732394363,0.40585774058577406,0.2,0.6499999999999999,0.0
0.0,0.0,0.5272727272727272,0.5648893360160966,0.44705882352941173,0.5700420575865416,0.5633802816901409,0.45128511655708303,0.15000000000000002,0.4351851851851852,0.4444444444444444
0.0,0.0,0.793939393939394,0.6046277665995977,0.611764705882353,0.575865415723067,0.4436619718309859,0.3873281530185296,0.25,0.2648148148148148,0.1111111111111111
0.0,0.0,0.43636363636363634,0.7178068410462778,0.7411764705882353,0.5655127790359107,0.5352112676056338,0.6778242677824268,0.35000000000000003,0.4907407407407407,0.2222222222222222
0.0,0.4117647058823529,0.6909090909090909,0.45942320590207913,0.48823529411764705,0.6936266580394694,0.4154929577464789,0.3687985654512851,0.4,0.22037037037037036,0.4444444444444444
0.0,0.0,0.8303030303030303,0.5082159624413146,0.44705882352941173,0.5198964736331284,0.4859154929577465,0.28511655708308425,0.25,0.7296296296296296,0.0
0.0,0.0,0.49696969696969695,0.4324279007377599,0.6176470588235294,0.3274021352313167,0.471830985915493,0.4219964136282128,0.30000000000000004,0.5259259259259259,0.0
0.0,0.0,0.6,0.38480885311871227,0.6235294117647059,0.5050145583953413,0.4859154929577465,0.5977286312014345,0.45,0.6259259259259259,0.1111111111111111
0.0,0.0,0.5696969696969697,0.4860831656606305,0.6411764705882352,0.4775153671950825,0.2957746478873239,0.606694560669456,0.1,0.5648148148148148,0.1111111111111111
0.0,0.0,0.3939393939393939,0.6787391012743126,0.5764705882352941,0.5147201552895503,0.5774647887323944,0.44889420203227737,0.2,0.5907407407407407,0.4444444444444444
0.0,0.5686274509803921,0.6181818181818182,0.8021462105969149,0.44705882352941173,0.5561307020381754,0.5633802816901409,0.4411237298266587,0.30000000000000004,0.45,0.2222222222222222
0.0,0.4117647058823529,0.793939393939394,0.33601609657947684,0.6764705882352942,0.45228081527013914,0.37323943661971826,0.5212193664076509,0.15000000000000002,0.4907407407407407,0.1111111111111111
0.0,0.6274509803921569,0.5515151515151515,0.4235412474849095,0.5705882352941176,0.3604011646716273,0.7676056338028169,0.5277943813508666,0.05,0.5055555555555555,0.1111111111111111
0.0,0.0,0.5454545454545454,0.6550972501676727,0.711764705882353,0.40666450986735686,0.528169014084507,0.5869695158398087,0.35000000000000003,0.4796296296296296,0.3333333333333333
0.0,0.0,0.6060606060606061,0.4703219315895373,0.48823529411764705,0.872209640892915,0.37323943661971826,0.2582187686790198,0.4,0.41481481481481486,0.1111111111111111
0.0,0.0,0.7090909090909091,0.5273306505700872,0.5529411764705883,0.6140407635069557,0.4084507042253521,0.5373580394500896,0.1,0.6296296296296295,0.2222222222222222
0.0,0.0,0.7090909090909091,0.4589201877934273,0.6647058823529411,0.5250727919767066,0.5633802816901409,0.5505080693365212,0.2,0.6055555555555555,0.4444444444444444
0.0,0.0,0.6545454545454545,0.36116700201207247,0.5294117647058824,0.5664833387253316,0.5704225352112676,0.6043036461446504,0.35000000000000003,0.6648148148148147,0.1111111111111111
0.0,0.0,0.7575757575757576,0.16784037558685447,0.34705882352941175,0.466515690714979,0.38732394366197187,0.506276150627615,0.15000000000000002,0.4703703703703703,0.1111111111111111
1.0,0.8235294117647058,0.5393939393939394,0.5610328638497654,0.7176470588235294,0.7010676156583631,0.6549295774647887,0.30962343096234307,0.30000000000000004,1.0,0.0
0.0,0.0,0.503030303030303,0.46344735077129445,0.6411764705882352,0.4189582659333549,0.6267605633802816,0.09264793783622234,0.15000000000000002,0.7092592592592593,0.1111111111111111
0.0,0.0,0.6909090909090909,0.8053319919517103,0.2823529411764706,0.6046586865092204,0.5774647887323944,0.39509862522414824,0.2,0.4703703703703703,0.1111111111111111
0.0,0.7058823529411764,0.7090909090909091,0.3241113346747149,0.4823529411764706,0.43319314137819476,0.5985915492957746,0.415421398684997,0.15000000000000002,0.5,0.2222222222222222
0.0,0.0,0.7575757575757576,0.6836016096579478,0.6529411764705882,0.5907473309608542,0.3380281690140845,0.3233711894799761,0.25,0.4351851851851852,0.2222222222222222
0.0,0.0,0.5575757575757576,0.5990945674044266,0.45294117647058824,0.6250404399870593,0.5845070422535211,0.4757919904363419,0.35000000000000003,0.6555555555555556,0.1111111111111111
0.0,0.43137254901960786,0.6181818181818182,0.6094902749832328,0.5058823529411764,0.38984147525072793,0.6338028169014085,0.32038254632396895,0.15000000000000002,0.3592592592592592,0.0
0.0,0.0,0.6242424242424243,0.5435949027498324,0.6882352941176471,0.5046910384988677,0.49295774647887325,0.5319784817692768,0.2,0.4907407407407407,0.3333333333333333
0.0,0.0,0.7515151515151515,0.4870892018779343,0.5588235294117647,0.36395988353283726,0.3943661971830986,0.24148236700537956,0.15000000000000002,0.5796296296296296,0.1111111111111111
0.0,0.0,0.7212121212121212,0.4394701542588867,0.5764705882352941,0.3031381429957942,0.5915492957746479,0.5493126120741184,0.25,0.45925925925925926,0.2222222222222222
0.0,0.0,0.3151515151515151,0.574111334674715,0.611764705882353,0.6308637981235846,0.5140845070422535,0.6168559473998804,0.15000000000000002,0.6,0.1111111111111111
0.0,0.0,0.6545454545454545,0.20154258886653253,0.5117647058823529,0.43319314137819476,0.34507042253521125,0.35445307830245065,0.15000000000000002,0.45555555555555555,0.4444444444444444
0.0,0.5294117647058824,0.7515151515151515,0.5345405767940979,0.6058823529411764,0.4031057910061469,0.676056338028169,0.5451285116557083,0.30000000000000004,0.32037037037037036,0.4444444444444444
0.0,0.0,0.5454545454545454,0.26140174379611003,0.7235294117647059,0.5325137495956002,0.37323943661971826,0.4088463837417812,0.2,0.45925925925925926,0.2222222222222222
0.0,0.7058823529411764,0.696969696969697,0.6104963112005365,0.6882352941176471,0.44451633775477195,0.4859154929577465,0.6497310221159593,0.2,0.47592592592592586,0.3333333333333333
0.0,0.0,0.5575757575757576,0.414822266934943,0.6705882352941176,0.5985118084762213,0.6338028169014085,0.33293484757919906,0.1,0.5444444444444444,0.3333333333333333
0.0,0.0,0.7575757575757576,0.4740107310529846,0.5058823529411764,0.43513426075703654,0.33098591549295775,0.6282127913927077,0.25,0.3055555555555555,0.1111111111111111
0.0,0.0,0.696969696969697,0.6584507042253522,0.8235294117647058,0.6334519572953736,0.6126760563380281,0.6407650926479378,0.15000000000000002,0.47592592592592586,0.1111111111111111
0.0,0.0,0.5818181818181818,0.5709255533199195,0.6,0.5532190229699127,0.19014084507042253,0.49193066347878056,0.05,0.3555555555555555,0.4444444444444444
0.0,0.0,0.6606060606060606,0.5615358819584172,0.7529411764705882,0.5571012617275962,0.33098591549295775,0.49312612074118345,0.5,0.45555555555555555,0.1111111111111111
1.0,0.0,0.6787878787878788,0.3702213279678068,0.48823529411764705,0.47654480750566164,0.6830985915492958,0.6025104602510459,0.15000000000000002,0.5592592592592592,0.3333333333333333
0.0,0.4117647058823529,0.5878787878787879,0.5011737089201879,0.6235294117647059,0.5981882885797476,0.7112676056338029,0.5768081291093843,0.2,0.2648148148148148,0.5555555555555556
0.0,0.0,0.6424242424242425,0.5789738430583502,0.6647058823529411,0.5778065351019087,0.676056338028169,0.46383741781231325,0.15000000000000002,0.6,0.3333333333333333
0.0,0.7058823529411764,0.7090909090909091,0.5221327967806841,0.44705882352941173,0.3487544483985765,0.2676056338028169,0.6461446503287507,0.4,0.5592592592592592,0.1111111111111111
0.0,0.45098039215686275,0.6121212121212121,0.5843393695506373,0.3529411764705882,0.417987706243934,0.18309859154929578,0.36461446503287503,0.25,0.5092592592592592,0.2222222222222222
0.0,0.0,0.696969696969697,0.42337357478202553,0.49411764705882355,0.7599482368165642,0.5563380281690141,0.45845786013150036,0.15000000000000002,0.6203703703703703,0.1111111111111111
0.0,0.7647058823529411,0.4121212121212121,0.5709255533199195,0.5705882352941176,0.6059527660951148,0.5845070422535211,0.620442319187089,0.2,0.5259259259259259,0.0
0.0,0.5490196078431373,0.6484848484848484,0.5489604292421194,0.43529411764705883,0.5376900679391783,0.7464788732394366,0.2331141661685595,0.25,0.34074074074074073,0.3333333333333333
0.0,0.0,0.28484848484848485,0.7027162977867203,0.49411764705882355,0.5376900679391783,0.4436619718309859,0.4769874476987448,0.2,0.5851851851851851,0.1111111111111111
1.0,0.0,0.5212121212121212,0.4763581488933602,0.5117647058823529,0.4881915237787124,0.6971830985915493,0.6084877465630604,0.35000000000000003,0.7055555555555555,0.2222222222222222
0.0,0.0,0.6121212121212121,0.6609657947686117,0.5529411764705883,0.44031057910061466,0.4577464788732394,0.2349073520621638,0.30000000000000004,0.7148148148148148,0.3333333333333333
0.0,0.0,0.5515151515151515,0.41817572099262246,0.4588235294117647,0.5596894208993853,0.5422535211267605,0.48475791990436345,0.15000000000000002,0.6851851851851852,0.1111111111111111
1.0,0.0,0.5272727272727272,0.7739771965124078,0.7411764705882353,0.5949530896150114,0.5070422535211268,0.26359832635983266,0.2,0.5851851851851851,0.1111111111111111
0.0,0.0,0.7333333333333333,0.517437961099933,0.5764705882352941,0.6004529278550631,0.49295774647887325,0.3723849372384937,0.25,0.4259259259259259,0.1111111111111111
0.0,0.8431372549019608,0.5878787878787879,0.7345741113346748,0.5588235294117647,0.44581041734066645,0.37323943661971826,0.7095038852361029,0.2,0.5555555555555556,0.2222222222222222
0.0,0.0,0.6,0.5524815560026829,0.7352941176470588,0.6088644451633776,0.2394366197183099,0.40107591153616257,0.30000000000000004,0.5296296296296296,0.1111111111111111
0.0,0.0,0.7212121212121212,0.29309188464118047,0.5352941176470588,0.5684244581041734,0.5070422535211268,0.7423789599521817,0.35000000000000003,0.5055555555555555,0.1111111111111111
0.0,0.0,0.703030303030303,0.5355466130114018,0.6882352941176471,0.4335166612746684,0.37323943661971826,0.5493126120741184,0.30000000000000004,0.3759259259259259,0.1111111111111111
0.0,0.0,0.6787878787878788,0.6441985244802146,0.6941176470588235,0.6832740213523132,0.7676056338028169,0.31560071727435746,0.55,0.34444444444444444,0.1111111111111111
0.0,0.0,0.696969696969697,0.7422870556673374,0.27058823529411763,0.40148819152377874,0.380281690140845,0.662881052002391,0.2,0.5759259259259258,0.5555555555555556
0.0,0.0,0.703030303030303,0.5093896713615024,0.8117647058823529,0.803299902944031,0.47887323943661975,0.653317393903168,0.2,0.4907407407407407,0.0
0.0,0.0,0.7272727272727273,0.9617706237424548,0.6823529411764706,0.6253639598835328,0.5704225352112676,0.35206216377764493,0.35000000000000003,0.7907407407407406,0.0
0.0,0.45098039215686275,0.7818181818181819,0.44919517102615697,0.5647058823529412,0.6793917825946296,0.5563380281690141,0.6347878063359235,0.1,0.6851851851851852,0.0
0.0,0.0,0.7090909090909091,0.5233065057008719,0.4235294117647059,0.7059204141054675,0.323943661971831,0.4184100418410041,0.1,0.5092592592592592,0.1111111111111111
0.0,0.47058823529411764,0.7515151515151515,0.40509725016767273,0.7588235294117647,0.504367518602394,0.5704225352112676,0.38135086670651525,0.2,0.4796296296296296,0.1111111111111111
0.0,0.0,0.5878787878787879,0.3884976525821597,0.6352941176470588,0.4736331284373989,0.47887323943661975,0.3078302450687388,0.25,0.3555555555555555,0.0
0.0,0.0,0.6666666666666666,0.6188799463447351,0.6529411764705882,0.6641863474603689,0.49295774647887325,0.6198445905558876,0.30000000000000004,0.6,0.0
